artists,name,duration_ms,year,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,decade,decade_label,cluster
TRUST,Saumur,352133,1980,0.135,0.453,0.38,0.000505,0.784,-12.972,0.0567,81.579,0.546,20.0,1980,1980s,1
Pance F Pondaag,Kau Begitu Berarti,253187,1980,0.331,0.66,0.352,0.00162,0.0569,-10.186,0.0347,69.706,0.529,35.0,1980,1980s,2
Bombay Sisters,Mahishasura Mardhini,976327,1980,0.895,0.801,0.453,0.0,0.296,-7.271,0.331,113.214,0.322,32.0,1980,1980s,1
León Gieco,Canción De Amor Para Francisca,203384,1980,0.416,0.651,0.218,0.000112,0.0785,-17.763,0.0382,105.793,0.468,15.0,1980,1980s,2
Jochy Hernandez,Te Quiero Tanto,312028,1980,0.331,0.458,0.71,0.0,0.28,-10.401,0.114,145.581,0.85,18.0,1980,1980s,0
Die drei ???,016 - und der Zauberspiegel - Teil 15,62120,1980,0.503,0.725,0.35,0.0,0.198,-10.416,0.669,116.862,0.963,38.0,1980,1980s,1
Planxty,True Love Knows No Season - Remastered 2020,329535,1980,0.783,0.425,0.406,0.00106,0.398,-10.374,0.0308,155.815,0.394,23.0,1980,1980s,2
Djavan,Morena De Endoidecer,264240,1980,0.969,0.332,0.155,9.1e-06,0.103,-10.88,0.0317,101.421,0.119,20.0,1980,1980s,2
Die drei ???,020 - und die flammende Spur - Teil 20,71893,1980,0.345,0.608,0.518,0.0,0.374,-11.438,0.9,97.243,0.696,37.0,1980,1980s,1
サザンオールスターズ,涙のアベニュー,246133,1980,0.42,0.406,0.687,0.0,0.157,-6.706,0.0506,112.238,0.668,22.0,1980,1980s,0
"Barbra Streisand, Barry Gibb",What Kind of Fool (feat. Barry Gibb),245640,1980,0.39,0.511,0.245,0.0,0.401,-16.755,0.0396,79.88,0.143,57.0,1980,1980s,2
Talking Heads,Once in a Lifetime,259600,1980,0.0623,0.646,0.88,0.157,0.355,-7.753,0.0637,116.916,0.802,50.0,1980,1980s,0
"Arik Einstein, Shalom Hanoch, Dafna Armoni",מחרוזת שבלול 2,1089480,1980,0.581,0.302,0.503,0.000854,0.938,-10.949,0.0563,80.474,0.238,8.0,1980,1980s,1
Ramones,I Want You Around - 2002 Remaster,184000,1980,0.153,0.551,0.511,0.0,0.2,-7.826,0.03,118.337,0.527,32.0,1980,1980s,0
Die drei ???,011 - und das Gespensterschloss - Teil 33,72507,1980,0.612,0.743,0.403,0.0,0.251,-11.563,0.943,80.459,0.607,49.0,1980,1980s,1
Chris de Burgh,Some Things Never Change,195360,1980,0.736,0.757,0.15,9.18e-05,0.0868,-16.203,0.0361,116.284,0.431,16.0,1980,1980s,2
Juan Bautista,Estoy Aqui Pero No Se Yo,221261,1980,0.684,0.821,0.699,7.02e-06,0.197,-6.132,0.0365,132.412,0.96,18.0,1980,1980s,0
Los Kjarkas,Ella Es,208050,1980,0.457,0.504,0.968,0.00909,0.407,-3.839,0.123,96.716,0.62,6.0,1980,1980s,0
Dolly Parton,Old Flames Can't Hold a Candle to You,203027,1980,0.405,0.555,0.196,6.49e-06,0.112,-13.381,0.0288,137.092,0.272,43.0,1980,1980s,2
Louis van Dijk,Agnus Dei,238293,1980,0.984,0.386,0.224,0.903,0.102,-19.231,0.0465,122.793,0.188,16.0,1980,1980s,2
The Beat,Hands Off...She's Mine,182133,1980,0.0878,0.688,0.801,0.00041,0.0773,-7.476,0.146,169.249,0.916,40.0,1980,1980s,0
Benjamin Blümchen,Kapitel 22 - und die Schule (Folge 006),62575,1980,0.0556,0.682,0.311,0.0,0.315,-21.071,0.936,100.024,0.358,29.0,1980,1980s,1
Alice Cooper,Clones (We're All),171133,1980,0.0553,0.685,0.728,2.25e-06,0.0801,-8.987,0.0371,121.882,0.899,38.0,1980,1980s,0
Bubbi Morthens,MB. Rosinn,317510,1980,0.406,0.482,0.792,0.00175,0.257,-10.659,0.118,165.876,0.491,11.0,1980,1980s,0
Pia Raug,En Ørken,365600,1980,0.749,0.499,0.429,3.68e-06,0.175,-10.099,0.0303,132.571,0.394,7.0,1980,1980s,2
José José,Te Quiero Tal Como Eres,262787,1980,0.73,0.369,0.507,0.0,0.0978,-10.408,0.0383,143.702,0.445,42.0,1980,1980s,2
Frank Sinatra,It Had To Be You,234667,1980,0.809,0.285,0.142,8.4e-05,0.0905,-18.543,0.0361,138.069,0.15,39.0,1980,1980s,2
Monchy Capricho,Amor Magico,270789,1980,0.796,0.534,0.698,0.0,0.286,-8.398,0.0459,150.739,0.916,23.0,1980,1980s,0
Alla Pugacheva,"Улетай, туча",298293,1980,0.0451,0.665,0.756,0.000424,0.117,-13.216,0.0628,134.541,0.67,12.0,1980,1980s,0
Glenn Miller,Little Brown Jug,169733,1980,0.842,0.666,0.5,0.619,0.1,-13.333,0.278,94.64,0.73,37.0,1980,1980s,2
Bibi Blocksberg,Kapitel 32 - Die Zauberlimonade (Folge 003),56826,1980,0.62,0.684,0.265,0.0,0.119,-15.047,0.833,143.661,0.569,37.0,1980,1980s,1
Globi,S' gaat wiiter mit Im Schlepptau vo me ne Wal,74853,1980,0.858,0.672,0.575,0.0,0.688,-11.279,0.942,73.94,0.448,17.0,1980,1980s,1
"Arik Einstein, Shalom Hanoch",סן פרנציסקו על המים,360093,1980,0.693,0.669,0.471,0.00248,0.151,-12.83,0.0288,106.68,0.608,39.0,1980,1980s,2
Globi,Im Tandem dur China,83520,1980,0.377,0.65,0.537,0.0,0.087,-7.363,0.538,114.178,0.795,15.0,1980,1980s,0
Kishore Kumar,Honthon Pe Jaan Chali Aayegi,309360,1980,0.824,0.56,0.0994,0.0,0.0859,-15.449,0.104,76.206,0.671,20.0,1980,1980s,2
"Sonora Ponceña, Papo Lucca",Night In Tunisia,278160,1980,0.656,0.67,0.582,0.882,0.0608,-7.955,0.0463,91.31,0.881,31.0,1980,1980s,0
July Mateo Rasputin,Macumba,260526,1980,0.09,0.64,0.761,0.00784,0.137,-12.128,0.041,137.421,0.911,8.0,1980,1980s,0
林翠萍,毛毛雨,191171,1980,0.375,0.729,0.415,3.04e-06,0.112,-11.95,0.028,106.019,0.581,17.0,1980,1980s,0
Knutsen & Ludvigsen,Knutsens drøm,235547,1980,0.585,0.536,0.169,0.297,0.107,-17.407,0.0462,82.568,0.224,13.0,1980,1980s,2
Locomotiv GT,Játszunk,155760,1980,0.299,0.54,0.137,1.64e-05,0.0419,-18.264,0.0443,123.268,0.356,8.0,1980,1980s,2
The Jam,Boy About Town,117960,1980,0.0123,0.385,0.766,2.73e-06,0.375,-7.904,0.0664,157.131,0.946,34.0,1980,1980s,0
Alfons Åberg,Alfons-visan,111933,1980,0.89,0.682,0.202,2.31e-05,0.0979,-14.402,0.129,83.428,0.183,32.0,1980,1980s,2
Black Uhuru,Guess Who's Coming To Dinner,347867,1980,0.0324,0.798,0.7,0.00341,0.131,-12.105,0.055,135.123,0.875,44.0,1980,1980s,0
Die drei ???,018 - und die Geisterinsel - Teil 11,73040,1980,0.616,0.7,0.476,0.0,0.678,-12.715,0.902,93.751,0.753,37.0,1980,1980s,1
Alcione,Nzambi / Muadiakime,278173,1981,0.768,0.618,0.609,0.0,0.652,-6.964,0.309,129.112,0.843,33.0,1980,1980s,1
"Kishore Kumar, R. D. Burman, Anette, Sapan Chakraborty",Pariyon Ka Mela Hain - Satte Pe Satta / Soundtrack Version,389427,1981,0.661,0.536,0.803,0.00157,0.292,-6.246,0.146,108.457,0.745,19.0,1980,1980s,0
The Passions,I'm In Love With A German Film Star,241320,1981,0.206,0.731,0.63,0.106,0.11,-8.275,0.0318,114.313,0.361,49.0,1980,1980s,0
"Jensy, Ilaiyaraaja",Kathal Oviyam - Alaigal Oyvatillai / Soundtrack Version,277640,1981,0.859,0.521,0.379,0.00161,0.129,-12.805,0.0321,75.152,0.573,35.0,1980,1980s,2
Matt Finish,Short Note,237227,1981,0.481,0.425,0.329,0.00024,0.0855,-15.291,0.0385,205.419,0.295,31.0,1980,1980s,2
Duran Duran,Is There Something I Should Know?,249667,1981,0.0218,0.57,0.967,6.44e-06,0.285,-4.956,0.076,124.856,0.776,35.0,1980,1980s,0
Philippe Chatel,Chanson d’Émilie Jolie et du grand oiseau - Live à l'Olympia / février 1981,300357,1981,0.831,0.28,0.877,0.00153,0.945,-9.767,0.105,106.649,0.415,12.0,1980,1980s,1
Goombay Dance Band,Marrakesh,294000,1981,0.0177,0.592,0.589,3.42e-05,0.409,-11.278,0.035,131.686,0.486,29.0,1980,1980s,0
Chris de Burgh,Spanish Train,297640,1981,0.323,0.414,0.289,0.0,0.133,-14.645,0.108,91.595,0.246,19.0,1980,1980s,2
Phil Collins,I Missed Again - 2015 Remastered,226227,1981,0.0305,0.778,0.773,0.000117,0.0456,-8.353,0.0306,106.261,0.759,43.0,1980,1980s,0
Men At Work,Down By the Sea,413200,1981,0.258,0.546,0.231,0.449,0.0505,-17.403,0.0342,128.723,0.411,41.0,1980,1980s,2
"Lata Mangeshkar, Suresh Wadkar",Chal Chameli Baag Mein,424478,1981,0.561,0.328,0.536,0.0,0.105,-11.087,0.063,80.815,0.459,9.0,1980,1980s,2
George Lam,夜來香,229160,1981,0.652,0.613,0.302,0.0255,0.115,-15.273,0.036,113.59,0.467,23.0,1980,1980s,2
Ómar Ragnarsson,Sumargleðin syngur,275249,1981,0.00584,0.455,0.841,0.0564,0.0556,-8.01,0.202,162.615,0.845,1.0,1980,1980s,0
Mohammed Rafi,John Jani Janardhan - From 'Naseeb' / Soundtrack Version,346893,1981,0.215,0.522,0.834,2.28e-05,0.482,-8.8,0.0348,94.289,0.77,29.0,1980,1980s,0
Asha Bhosle,Justuju Jiski Thi,287040,1981,0.976,0.409,0.291,0.19,0.154,-15.856,0.067,149.348,0.563,29.0,1980,1980s,2
星河大樂隊,憶戀思景,181325,1981,0.657,0.717,0.383,0.0166,0.0849,-13.598,0.0389,142.014,0.794,17.0,1980,1980s,2
Pino Daniele,Puorteme a casa mia - 2021 Remaster,247395,1981,0.756,0.528,0.655,1.38e-06,0.298,-7.094,0.0626,74.562,0.514,26.0,1980,1980s,0
Hassisen Kone,Tällä Tiellä,195040,1981,0.105,0.427,0.808,0.0004,0.125,-5.404,0.047,131.455,0.619,31.0,1980,1980s,0
Reginaldo Rossi,Quando Você Foi Embora,182493,1981,0.138,0.647,0.881,0.0,0.314,-5.647,0.0467,127.292,0.772,35.0,1980,1980s,0
Pat Benatar,Helter Skelter,231000,1981,0.00651,0.249,0.803,0.000152,0.355,-10.655,0.0396,172.189,0.329,31.0,1980,1980s,0
Los Manseros Santiagueños,Hermano Coplero,132760,1981,0.771,0.827,0.664,0.0,0.144,-7.16,0.0941,105.347,0.94,15.0,1980,1980s,0
"Wolfgang Amadeus Mozart, András Schiff","Piano Sonata No.18 in D, K.576: 3. Allegretto",261227,1981,0.989,0.375,0.0979,0.931,0.0768,-24.702,0.0324,84.802,0.46,25.0,1980,1980s,2
Matti Caspi,אולי אהבה,180547,1981,0.533,0.397,0.0633,2.47e-05,0.106,-25.198,0.0523,84.576,0.242,3.0,1980,1980s,2
Fünf Freunde,014 - machen eine Entdeckung - Teil 24,67640,1981,0.842,0.509,0.886,0.0,0.933,-10.192,0.956,172.523,0.542,26.0,1980,1980s,1
Louis Chedid,Chanson pour une emmerdeuse,195400,1981,0.0556,0.774,0.434,0.103,0.211,-16.838,0.0384,124.251,0.818,17.0,1980,1980s,0
王瑞瑜,寫信給我,197413,1981,0.371,0.648,0.529,6.92e-06,0.336,-9.484,0.033,118.917,0.752,26.0,1980,1980s,0
Shula Chen,נדנדה,73000,1981,0.777,0.711,0.354,0.00168,0.18,-13.024,0.0757,133.499,0.775,33.0,1980,1980s,2
"Milan Lasica, Július Satinský",Telefonát od doktora Mäkčeňa,102807,1981,0.874,0.601,0.773,0.0,0.442,-6.319,0.722,103.144,0.892,6.0,1980,1980s,1
Die drei ???,0028 - und der Doppelgänger - Teil 05,69173,1981,0.711,0.498,0.575,0.0,0.579,-9.769,0.825,72.274,0.306,36.0,1980,1980s,1
Die drei ???,0024 - und die silberne Spinne - Teil 36,57373,1981,0.564,0.739,0.718,0.0,0.754,-9.319,0.912,89.409,0.762,36.0,1980,1980s,1
Billy Idol,Baby Talk,194307,1981,0.03,0.382,0.829,0.0,0.707,-6.899,0.0626,168.327,0.936,32.0,1980,1980s,0
The Innocent,เมืองไทยแสนดี,256259,1981,0.799,0.601,0.547,0.0,0.401,-8.668,0.0365,141.51,0.884,4.0,1980,1980s,0
Hubert-Félix Thiéfaine,113ème cigarette sans dormir - Remastered,280267,1981,0.0239,0.695,0.782,0.0,0.0799,-7.905,0.0916,126.822,0.617,26.0,1980,1980s,0
"Rubén Blades, Willie Colón",Tiburón,420667,1981,0.64,0.61,0.676,6.03e-05,0.337,-8.212,0.256,129.684,0.817,44.0,1980,1980s,0
Bubbi Morthens,Þú hefur valið,242695,1981,0.33,0.717,0.592,0.165,0.0918,-12.137,0.0651,131.915,0.946,5.0,1980,1980s,0
100 First Songs' Participants,אצבעות לי,61000,1981,0.738,0.804,0.435,0.000271,0.118,-12.809,0.0314,114.36,0.972,30.0,1980,1980s,0
Camilo Sesto,¿Quieres Ser Mi Amante?,239173,1981,0.836,0.483,0.274,0.0,0.139,-19.379,0.0437,76.984,0.542,33.0,1980,1980s,2
Joy Division,The Kill - 2007 Remaster,135053,1981,0.00673,0.283,0.924,0.976,0.301,-5.493,0.0718,99.855,0.657,38.0,1980,1980s,0
Vazelina Bilopphøggers,Vaermeldingsstubben,60333,1981,0.524,0.649,0.429,0.0,0.0559,-13.648,0.71,124.396,0.851,9.0,1980,1980s,1
Mariana García Vigil,Yo Digo Que las Estrellas,229675,1981,0.962,0.58,0.125,0.00379,0.117,-14.975,0.0502,135.414,0.295,17.0,1980,1980s,2
U2,"October - Live, Hammersmith Palais - December 1982",142173,1981,0.541,0.351,0.211,0.0736,0.948,-13.578,0.0438,191.926,0.057,26.0,1980,1980s,1
Nazia Hassan,Mujhe Chahey,285467,1981,0.0461,0.603,0.54,0.000165,0.106,-15.678,0.0407,120.559,0.727,15.0,1980,1980s,0
Chico Buarque,O Meu Guri,238373,1981,0.726,0.678,0.482,0.0125,0.218,-13.419,0.0331,135.657,0.862,41.0,1980,1980s,0
Chava Alberstein,בובה אני,75000,1981,0.882,0.681,0.12,0.0,0.158,-11.309,0.0453,101.479,0.575,27.0,1980,1980s,2
王瑞瑜,昔,240253,1981,0.761,0.422,0.349,0.0187,0.0997,-12.494,0.0286,87.468,0.216,26.0,1980,1980s,2
"Omar Romano, Los Del Altillo","Retirada "" Diablos Verdes "" 1958 (La Teja)",230173,1981,0.341,0.574,0.396,0.0,0.139,-13.945,0.0438,110.786,0.882,3.0,1980,1980s,0
Los Hermanos Cuestas,Canción de Puerto Sanchez,200267,1981,0.709,0.638,0.375,2.35e-06,0.654,-9.923,0.0937,119.544,0.512,30.0,1980,1980s,1
Yehoram Gaon,פזמון ליקינטון,153987,1981,0.784,0.27,0.261,7.76e-05,0.136,-11.659,0.0317,65.633,0.461,27.0,1980,1980s,2
Die drei ???,0023 - und das Aztekenschwert - Teil 32,63813,1981,0.273,0.408,0.728,0.00105,0.466,-13.762,0.306,113.17,0.104,36.0,1980,1980s,1
Phil Collins,I Missed Again - 2015 Remaster,224120,1981,0.027,0.779,0.753,6.91e-05,0.0665,-8.319,0.0307,106.233,0.751,38.0,1980,1980s,0
Venom,Poison,270667,1981,0.00716,0.264,0.948,0.00709,0.211,-8.731,0.0708,104.193,0.04,30.0,1980,1980s,0
TKKG Retro-Archiv,003 - Das leere Grab im Moor - Teil 10,97400,1981,0.304,0.577,0.574,0.000147,0.525,-12.319,0.625,136.071,0.352,33.0,1980,1980s,1
Ozzy Osbourne,Over the Mountain,271520,1981,0.00178,0.493,0.866,2.23e-05,0.0775,-5.665,0.0976,131.06,0.489,55.0,1980,1980s,0
"Gustav Holst, Berliner Philharmoniker, Herbert von Karajan, RIAS Kammerchor","The Planets, Op. 32: 7. Neptune, the Mystic",527000,1981,0.92,0.0601,0.00757,0.658,0.0614,-42.212,0.0455,57.624,0.0305,34.0,1980,1980s,2
Los Del Altillo,"Retirada "" Araca la Cana "" 1954 (Paso Molino)",163213,1981,0.8,0.37,0.282,0.0,0.136,-15.013,0.0383,100.068,0.456,4.0,1980,1980s,2
"Wolfgang Amadeus Mozart, András Schiff","Piano Sonata No.14 in C minor, K.457: 1. Molto allegro",449933,1981,0.994,0.439,0.0406,0.931,0.137,-25.974,0.0332,92.097,0.36,29.0,1980,1980s,2
Clara Nunes,Minha Missão,205125,1981,0.43,0.553,0.813,4.79e-06,0.315,-6.875,0.0525,91.287,0.888,28.0,1980,1980s,0
"Мими Иванова, ВИГ Старт",Лодка в реката,180244,1981,0.0841,0.302,0.439,0.0,0.439,-6.534,0.0352,118.367,0.509,2.0,1980,1980s,0
The Police,One World (Not Three),286547,1981,0.00469,0.549,0.73,0.0111,0.268,-8.67,0.0855,168.1,0.797,39.0,1980,1980s,0
Camilo Sesto,Con el Viento a Tu Favor,182000,1981,0.704,0.525,0.333,0.0,0.244,-15.174,0.0348,163.038,0.831,37.0,1980,1980s,2
Juice Leskinen,Öljyshake,102533,1981,0.933,0.709,0.535,0.000295,0.318,-10.77,0.0502,121.663,0.964,8.0,1980,1980s,0
Queen,Another One Bites The Dust - Remastered 2011,215333,1981,0.0969,0.928,0.531,0.314,0.16,-6.52,0.161,109.963,0.765,46.0,1980,1980s,0
Stray Cats,Runaway Boys,180320,1981,0.0293,0.374,0.724,0.000195,0.314,-12.004,0.0366,178.261,0.649,37.0,1980,1980s,0
Ebba Grön,Mord i mina tankar,200800,1981,0.00118,0.256,0.829,0.00181,0.361,-10.704,0.0405,174.224,0.758,22.0,1980,1980s,0
King Crimson,Discipline,313000,1981,0.683,0.75,0.722,0.804,0.0704,-11.579,0.0346,106.803,0.887,35.0,1980,1980s,0
Grauzone,Der Weg Zu Zweit,203067,1981,0.0134,0.624,0.829,0.904,0.13,-6.882,0.0311,138.437,0.592,34.0,1980,1980s,0
The Cure,The Holy Hour,266533,1981,0.0067,0.874,0.444,0.763,0.101,-11.489,0.0438,115.087,0.83,37.0,1980,1980s,0
Bappi Lahiri,Dekha Hai Maine Tumhe - From 'Wardat' / Soundtrack Version,360973,1981,0.156,0.732,0.568,0.000184,0.656,-11.585,0.143,138.014,0.62,23.0,1980,1980s,1
Corbeau,J'lâche pas,285400,1981,0.0147,0.689,0.698,0.0215,0.127,-10.855,0.0286,136.42,0.892,31.0,1980,1980s,0
Mods,Revansj,181160,1981,0.0591,0.626,0.778,3.03e-06,0.0725,-8.596,0.0338,93.729,0.887,28.0,1980,1980s,0
Elán,Belasy let,214373,1981,0.794,0.657,0.585,0.0229,0.111,-10.003,0.0335,92.764,0.735,8.0,1980,1980s,0
"Tom Petty and the Heartbreakers, Stevie Nicks",Insider,260973,1981,0.209,0.491,0.51,0.0,0.0737,-7.702,0.026,95.493,0.287,38.0,1980,1980s,0
KICK,Kule Damer,123280,1981,0.00653,0.51,0.893,0.00019,0.226,-8.233,0.0643,99.895,0.41,8.0,1980,1980s,0
Stars On 45,Stars On 45 - Original Single Edit,286581,1981,0.345,0.779,0.653,2.44e-06,0.475,-10.827,0.0618,122.569,0.968,55.0,1980,1980s,0
Dick Gaughan,The World Turned Upside Down,171893,1981,0.707,0.378,0.453,0.0,0.109,-10.771,0.0384,77.714,0.683,25.0,1980,1980s,2
De Strangers,Stad On De Schelde,186928,1981,0.407,0.702,0.389,0.0,0.214,-12.735,0.033,95.786,0.88,17.0,1980,1980s,0
Avner Gadasi,מנגן ושר,267440,1981,0.554,0.447,0.666,1.59e-06,0.153,-10.603,0.0828,156.925,0.655,17.0,1980,1980s,0
Queen,Somebody To Love - Remastered 2011,296453,1981,0.19,0.478,0.692,0.0,0.0629,-7.015,0.0559,112.549,0.398,46.0,1980,1980s,0
Naomi Shemer,אין דבר,180000,1981,0.98,0.591,0.112,1.03e-06,0.104,-12.9,0.0621,111.777,0.547,6.0,1980,1980s,2
Paco de Lucía,En La Caleta,203173,1981,0.84,0.434,0.256,0.878,0.13,-17.965,0.044,110.013,0.33,34.0,1980,1980s,2
Alberto Camerini,Rock 'n' Roll Robot,190067,1981,0.0418,0.661,0.963,0.00133,0.0978,-4.008,0.0507,159.35,0.938,41.0,1980,1980s,0
Jagjit Singh,Yada Yada He Dharmasys,234767,1981,0.903,0.197,0.244,6.18e-06,0.234,-12.664,0.0331,97.929,0.129,7.0,1980,1980s,2
Traditional,"Nina, Buschi, schlof",44200,1981,0.897,0.733,0.154,0.0,0.102,-15.245,0.296,116.748,0.269,13.0,1980,1980s,2
"Maze, Frankie Beverly",The Look In Your Eyes - Live,451040,1981,0.426,0.489,0.741,1.14e-05,0.987,-6.842,0.0416,94.635,0.672,24.0,1980,1980s,1
Giannis Kalatzis,O Epipoleos,146360,1981,0.833,0.65,0.348,0.0,0.193,-13.077,0.0401,127.842,0.799,10.0,1980,1980s,2
Luther Vandross,Never Too Much,230467,1981,0.125,0.734,0.586,0.0,0.0367,-11.866,0.129,109.933,0.762,72.0,1980,1980s,0
Queen,We Are The Champions,180627,1981,0.23,0.257,0.455,0.0,0.104,-9.259,0.0385,58.54,0.198,44.0,1980,1980s,2
TKKG Retro-Archiv,006 - Angst in der 9a - Teil 24,84347,1981,0.262,0.595,0.657,0.0,0.246,-11.902,0.901,82.192,0.63,33.0,1980,1980s,1
T-Shirts,Walk On Water,202947,1981,0.00421,0.706,0.776,4.86e-06,0.0876,-7.559,0.0768,145.17,0.827,33.0,1980,1980s,0
Lara Li,Telepatia,238749,1981,0.392,0.231,0.29,0.000619,0.603,-17.409,0.0349,104.632,0.263,18.0,1980,1980s,2
"Evelyn ""Champagne"" King",I'm In Love,305853,1981,0.0195,0.882,0.606,0.00782,0.13,-6.289,0.0714,114.721,0.801,32.0,1980,1980s,0
Terje Tysland,Ringdans,207585,1981,0.257,0.621,0.789,1.4e-06,0.174,-6.937,0.164,116.631,0.813,9.0,1980,1980s,0
Fünf Freunde,013 - jagen die Entführer - Titel 18,70200,1981,0.741,0.681,0.552,0.0,0.249,-11.748,0.934,97.818,0.462,27.0,1980,1980s,1
Johnny Ip,笛子姑娘,229213,1981,0.496,0.513,0.202,1e-06,0.108,-15.014,0.031,92.47,0.463,27.0,1980,1980s,2
Diane Dufresne,Oxygène - Remastered edition,295333,1981,0.0459,0.519,0.902,0.0,0.254,-3.568,0.12,159.886,0.902,14.0,1980,1980s,0
Bobby Valentin,No Me Conoces,378200,1981,0.783,0.529,0.573,9.21e-05,0.0724,-8.786,0.0452,157.95,0.783,25.0,1980,1980s,0
The Go-Go's,We Got The Beat,153133,1981,0.155,0.587,0.994,0.0734,0.0319,-5.61,0.045,151.941,0.481,63.0,1980,1980s,0
"Dottie West, Kenny Rogers",What Are We Doin' In Love!,184458,1981,0.673,0.562,0.379,0.0,0.0921,-8.785,0.0293,129.596,0.306,39.0,1980,1980s,2
Los Secretos,Ojos De Perdida,157000,1981,0.0126,0.624,0.829,2.21e-06,0.345,-11.914,0.0359,102.794,0.942,29.0,1980,1980s,0
Doğan Canku,Marmaris,229573,1981,0.688,0.666,0.241,0.0,0.117,-19.28,0.0493,131.234,0.748,8.0,1980,1980s,2
Whitesnake,Come an' Get It - 2011 Remaster,243013,1981,0.0571,0.652,0.737,1.15e-05,0.154,-7.399,0.0541,126.42,0.901,24.0,1980,1980s,0
Bubbi Morthens,Chile,423253,1981,0.0473,0.38,0.415,0.633,0.0664,-15.175,0.0393,80.741,0.141,2.0,1980,1980s,2
Carpenters,I Believe You,234427,1981,0.679,0.343,0.227,0.0,0.0847,-12.921,0.0294,140.464,0.255,38.0,1980,1980s,2
BZN,May We Always Be Together,269707,1981,0.618,0.177,0.374,0.0,0.251,-10.065,0.0305,167.936,0.372,11.0,1980,1980s,2
Lowell Lo,小丑,298307,1981,0.499,0.705,0.413,0.0102,0.128,-16.748,0.0353,87.276,0.893,4.0,1980,1980s,2
Serge Gainsbourg,Bana Basadi Balalo,184333,1981,0.0597,0.83,0.441,0.00729,0.0368,-14.297,0.215,136.207,0.901,20.0,1980,1980s,0
The Moody Blues,Nervous,345107,1981,0.555,0.293,0.556,0.0136,0.12,-9.215,0.0316,128.54,0.363,23.0,1980,1980s,2
Teresa Teng,賣肉粽(台語),241213,1981,0.37,0.449,0.366,4.48e-05,0.35,-9.714,0.0395,111.717,0.451,12.0,1980,1980s,2
Eldkvarn,Ett fall av kärlek,204067,1981,0.104,0.672,0.573,0.0,0.0368,-12.113,0.0309,136.715,0.968,14.0,1980,1980s,0
Joan Armatrading,I'm Lucky,187267,1981,0.383,0.64,0.441,0.0956,0.11,-13.558,0.0283,114.169,0.426,34.0,1980,1980s,2
Sad Lovers & Giants,Things We Never Did,248507,1981,0.0054,0.583,0.556,0.602,0.0788,-13.397,0.0385,135.65,0.904,47.0,1980,1980s,0
Grateful Dead,Monkey and the Engineer - Live,175347,1981,0.737,0.495,0.707,0.00447,0.972,-9.218,0.0888,149.971,0.757,32.0,1980,1980s,1
"Big Tom, The Travellers",Four Country Roads,173933,1981,0.404,0.627,0.551,0.000193,0.145,-12.962,0.03,94.189,0.947,38.0,1980,1980s,0
KSMB,Förord till livet,221880,1981,0.00496,0.469,0.97,0.000981,0.138,-4.211,0.0738,92.499,0.466,13.0,1980,1980s,0
"Kishore Kumar, Lata Mangeshkar",Kasme Vaade Nibhayenge Hum - Part II - Kasme Vaade / Soundtrack Version,124280,1981,0.438,0.55,0.552,1.37e-05,0.126,-10.172,0.0291,134.547,0.843,21.0,1980,1980s,0
Electric Light Orchestra,Rain Is Falling,234867,1981,0.37,0.359,0.432,1.74e-05,0.443,-13.121,0.032,137.813,0.336,45.0,1980,1980s,2
Fünf Freunde,012 - auf der Felseninsel - Teil 19,72133,1981,0.892,0.642,0.797,0.0,0.488,-9.605,0.949,84.786,0.584,27.0,1980,1980s,1
Garland Jeffreys,96 Tears,185573,1981,0.000527,0.647,0.645,0.00201,0.0914,-11.395,0.0307,117.683,0.902,34.0,1980,1980s,0
Rick James,Ghetto Life,261000,1981,0.354,0.758,0.716,0.0,0.126,-8.609,0.0875,116.648,0.896,53.0,1980,1980s,0
The Rolling Stones,Waiting On A Friend - Remastered,273973,1981,0.128,0.603,0.656,0.167,0.532,-10.305,0.0286,117.025,0.903,30.0,1980,1980s,0
Phil Collins,In The Air Tonight - Live,471893,1981,0.323,0.492,0.413,8.03e-05,0.985,-9.424,0.0267,96.159,0.0601,40.0,1980,1980s,1
The Golden Ali'is,Lau'i'ula,404733,1981,0.673,0.549,0.421,1.34e-05,0.652,-14.652,0.0316,106.395,0.603,9.0,1980,1980s,2
Juan Gabriel,"Canta, Canta",196347,1981,0.759,0.57,0.632,0.0,0.288,-12.09,0.0579,129.823,0.715,26.0,1980,1980s,0
Iwan Fals,Bung Hatta,241427,1981,0.0929,0.364,0.38,0.0401,0.255,-6.691,0.0305,131.22,0.21,31.0,1980,1980s,0
Duran Duran,Girls on Film - Night Mix; Extended Version,346053,1981,0.00473,0.718,0.915,0.0277,0.0405,-6.404,0.0639,131.818,0.689,28.0,1980,1980s,0
New Order,Dreams Never End - 2019 Remaster,195280,1981,0.0154,0.606,0.922,0.925,0.323,-7.509,0.0427,146.122,0.813,33.0,1980,1980s,0
Sleepy Sleepers,P-Piisi,191093,1981,0.62,0.71,0.452,0.0,0.139,-11.628,0.513,130.038,0.698,15.0,1980,1980s,1
"Johann Sebastian Bach, The English Concert, Trevor Pinnock","Concerto For Harpsichord, Strings, And Continuo No.5 In F Minor, BWV 1056: 2. Largo",170173,1981,0.662,0.423,0.0472,2.8e-05,0.151,-30.047,0.0431,119.35,0.199,17.0,1980,1980s,2
